thomas,icpsr,first,middle,last,suffix,born,sex,mandate,start,end,party,state,district
00283,11011,John,Richard,Dellenback,NA,1918,M,hr,1973-01-03,1975-01-03,REP,OR,4
00286,13012,Frank,Edward,Denholm,NA,1923,M,hr,1971-01-21,1973-01-03,DEM,SD,1
00286,13012,Frank,Edward,Denholm,NA,1923,M,hr,1973-01-03,1975-01-03,DEM,SD,1
00287,12012,David,Worth,Dennis,NA,1912,M,hr,1969-01-03,1971-01-03,REP,IN,10
00287,12012,David,Worth,Dennis,NA,1912,M,hr,1971-01-21,1973-01-03,REP,IN,10
00287,12012,David,Worth,Dennis,NA,1912,M,hr,1973-01-03,1975-01-03,REP,IN,10
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1947-01-03,1949-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1949-01-03,1951-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1951-01-03,1953-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1953-01-03,1955-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1955-01-05,1957-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1957-01-03,1959-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1959-01-07,1961-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1961-01-03,1963-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1963-01-09,1965-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1965-01-04,1967-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1967-01-10,1969-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1969-01-03,1971-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1971-01-21,1973-01-03,DEM,MA,4
00305,2660,Harold,Daniel,Donohue,NA,1901,M,hr,1973-01-03,1975-01-03,DEM,MA,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1947-01-03,1949-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1951-01-03,1953-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1953-01-03,1955-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1955-01-05,1957-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1957-01-03,1959-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1959-01-07,1961-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1961-01-03,1963-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1963-01-09,1965-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1965-01-04,1967-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1967-01-10,1969-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1969-01-03,1971-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1971-01-21,1973-01-03,DEM,SC,3
00309,2672,William,Jennings Bryan,Dorn,NA,1916,M,hr,1973-01-03,1975-01-03,DEM,SC,3
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1959-01-07,1961-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1961-01-03,1963-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1963-01-09,1965-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1965-01-04,1967-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1967-01-10,1969-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1969-01-03,1971-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1971-01-21,1973-01-03,DEM,NY,41
00320,2752,Thaddeus,Joseph,Dulski,NA,1915,M,hr,1973-01-03,1975-01-03,DEM,NY,37
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1941-01-03,1941-12-31,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1943-01-06,1949-01-03,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1949-01-03,1955-01-03,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1955-01-05,1961-01-03,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1961-01-03,1967-01-03,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1967-01-10,1973-01-03,DEM,MS,NA
01325,2822,James,Oliver,Eastland,NA,1904,M,se,1973-01-03,1979-01-03,DEM,MS,NA
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1943-01-06,1945-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1945-01-03,1947-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1947-01-03,1949-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1949-01-03,1951-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1951-01-03,1953-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1953-01-03,1955-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1955-01-05,1957-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1957-01-03,1959-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1959-01-07,1961-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1961-01-03,1963-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1963-01-09,1965-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1965-01-04,1967-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1967-01-10,1969-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1969-01-03,1971-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1971-01-21,1973-01-03,DEM,TX,21
00386,3171,Ovie,Clark,Fisher,NA,1903,M,hr,1973-01-03,1975-01-03,DEM,TX,21
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1953-01-03,1955-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1955-01-05,1957-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1957-01-03,1959-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1959-01-07,1961-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1961-01-03,1963-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1963-01-09,1965-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1965-01-04,1967-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1967-01-10,1969-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1969-01-03,1971-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1971-01-21,1973-01-03,REP,NJ,5
00413,3364,Peter,Hood Ballantine,Frelinghuysen,Jr.,1916,M,hr,1973-01-03,1975-01-03,REP,NJ,5
00418,14014,Harold,Vernon,Froehlich,NA,1932,M,hr,1973-01-03,1975-01-03,REP,WI,8
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1963-01-09,1965-01-03,DEM,SC,5
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1965-01-04,1967-01-03,DEM,SC,5
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1967-01-10,1969-01-03,DEM,SC,5
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1969-01-03,1971-01-03,DEM,SC,5
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1971-01-21,1973-01-03,DEM,SC,5
00435,10728,Thomas,Smithwick,Gettys,NA,1912,M,hr,1973-01-03,1975-01-03,DEM,SC,5
00458,13016,Ella,Tambussi,Grasso,NA,1919,F,hr,1971-01-21,1973-01-03,DEM,CT,6
00458,13016,Ella,Tambussi,Grasso,NA,1919,F,hr,1973-01-03,1975-01-03,DEM,CT,6
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1955-01-05,1957-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1957-01-03,1959-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1959-01-07,1961-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1961-01-03,1963-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1963-01-09,1965-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1965-01-04,1967-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1967-01-10,1969-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1969-01-03,1971-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1971-01-21,1973-01-03,DEM,OR,3
00461,3775,Edith,Starrett,Green,NA,1910,F,hr,1973-01-03,1975-01-03,DEM,OR,3
01344,3824,Robert,Paul,Griffin,NA,1923,M,hr,1957-01-03,1959-01-03,REP,MI,9
01344,3824,Robert,Paul,Griffin,NA,1923,M,hr,1959-01-07,1961-01-03,REP,MI,9
01344,3824,Robert,Paul,Griffin,NA,1923,M,hr,1961-01-03,1963-01-03,REP,MI,9
01344,3824,Robert,Paul,Griffin,NA,1923,M,hr,1963-01-09,1965-01-03,REP,MI,9
01344,3824,Robert,Paul,Griffin,NA,1923,M,hr,1965-01-09,1966-05-10,REP,MI,9
01344,3824,Robert,Paul,Griffin,NA,1923,M,se,1966-05-11,1967-01-03,REP,MI,NA
01344,3824,Robert,Paul,Griffin,NA,1923,M,se,1967-01-10,1973-01-03,REP,MI,NA
01344,3824,Robert,Paul,Griffin,NA,1923,M,se,1973-01-03,1979-01-03,REP,MI,NA
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1955-01-05,1957-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1957-01-03,1959-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1959-01-07,1961-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1961-01-03,1963-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1963-01-09,1965-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1965-01-04,1967-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1967-01-10,1969-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1969-01-03,1971-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1971-01-21,1973-01-03,DEM,MI,17
00467,3830,Martha,Wright,Griffiths,NA,1912,F,hr,1973-01-03,1975-01-03,DEM,MI,17
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1949-01-03,1951-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1951-01-03,1953-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1953-01-03,1955-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1955-01-05,1957-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1957-01-03,1959-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1959-01-07,1961-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1961-01-03,1963-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1963-01-09,1965-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1965-01-04,1967-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1967-01-10,1969-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1969-01-03,1971-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1971-01-21,1973-01-03,REP,IA,3
00469,3853,Harold,Royce,Gross,NA,1899,M,hr,1973-01-03,1975-01-03,REP,IA,3
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1963-01-09,1965-01-03,REP,NY,2
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1965-01-04,1967-01-03,REP,NY,2
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1967-01-10,1969-01-03,REP,NY,2
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1969-01-03,1971-01-03,REP,NY,2
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1971-01-21,1973-01-03,REP,NY,2
00471,10592,James,Russell,Grover,Jr.,1919,M,hr,1973-01-03,1975-01-03,REP,NY,2
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1953-01-03,1955-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1955-01-05,1957-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1957-01-03,1959-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1959-01-07,1961-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1961-01-03,1963-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1963-01-09,1965-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1965-01-04,1967-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1967-01-10,1969-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1969-01-03,1971-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1971-01-21,1973-01-03,REP,CA,10
00473,3867,Charles,Samuel,Gubser,NA,1916,M,hr,1973-01-03,1975-01-03,REP,CA,10
00477,14017,William,Dawson,Gunter,Jr.,1934,M,hr,1973-01-03,1975-01-03,DEM,FL,5
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1963-01-09,1965-01-03,DEM,CA,34
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1965-01-04,1967-01-03,DEM,CA,34
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1967-01-10,1969-01-03,DEM,CA,34
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1969-01-03,1971-01-03,DEM,CA,34
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1971-01-21,1973-01-03,DEM,CA,34
00494,10594,Richard,Thomas,Hanna,NA,1914,M,hr,1973-01-03,1975-01-03,DEM,CA,34
00496,14019,Robert,Paul,Hanrahan,NA,1934,M,hr,1973-01-03,1975-01-03,REP,IL,3
01346,11202,Clifford,Peter,Hansen,NA,1912,M,se,1967-01-10,1973-01-03,REP,WY,NA
01346,11202,Clifford,Peter,Hansen,NA,1912,M,se,1973-01-03,1979-01-03,REP,WY,NA
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1959-01-07,1961-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1961-01-03,1963-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1963-01-09,1965-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1965-01-04,1967-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1967-01-10,1969-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1969-01-03,1971-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1971-01-21,1973-01-03,DEM,WA,3
00499,4043,Julia,Butler,Hansen,NA,1907,F,hr,1973-01-03,1975-01-03,DEM,WA,3
00500,12016,Orval,Howard,Hansen,NA,1926,M,hr,1969-01-03,1971-01-03,REP,ID,2
00500,12016,Orval,Howard,Hansen,NA,1926,M,hr,1971-01-21,1973-01-03,REP,ID,2
00500,12016,Orval,Howard,Hansen,NA,1926,M,hr,1973-01-03,1975-01-03,REP,ID,2
00509,10526,James,NA,Harvey,NA,1922,M,hr,1961-01-03,1963-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1963-01-09,1965-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1965-01-04,1967-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1967-01-10,1969-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1969-01-03,1971-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1971-01-21,1973-01-03,REP,MI,8
00509,10526,James,NA,Harvey,NA,1922,M,hr,1973-01-03,1975-01-03,REP,MI,8
01350,14104,Floyd,Kirk,Haskell,NA,1916,M,se,1973-01-03,1979-01-03,DEM,CO,NA
01354,10736,William,Dodd,Hathaway,NA,1924,M,hr,1965-01-04,1967-01-03,DEM,ME,2
01354,10736,William,Dodd,Hathaway,NA,1924,M,hr,1967-01-10,1969-01-03,DEM,ME,2
01354,10736,William,Dodd,Hathaway,NA,1924,M,hr,1969-01-03,1971-01-03,DEM,ME,2
01354,10736,William,Dodd,Hathaway,NA,1924,M,hr,1971-01-21,1973-01-03,DEM,ME,2
01354,10736,William,Dodd,Hathaway,NA,1924,M,se,1973-01-03,1979-01-03,DEM,ME,NA
00548,12018,Lawrence,Joseph,Hogan,NA,1928,M,hr,1969-01-03,1971-01-03,REP,MD,5
00548,12018,Lawrence,Joseph,Hogan,NA,1928,M,hr,1971-01-21,1973-01-03,REP,MD,5
00548,12018,Lawrence,Joseph,Hogan,NA,1928,M,hr,1973-01-03,1975-01-03,REP,MD,5
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1943-01-06,1945-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1945-01-03,1947-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1947-01-03,1949-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1949-01-03,1951-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1951-01-03,1953-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1953-01-03,1955-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1955-01-05,1957-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1957-01-03,1959-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1959-01-07,1961-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1961-01-03,1963-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1963-01-09,1965-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1965-01-04,1967-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1967-01-10,1969-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1969-01-03,1971-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1971-01-21,1973-01-03,DEM,CA,19
00551,4514,Chester,Earl,Holifield,NA,1903,M,hr,1973-01-03,1975-01-03,DEM,CA,19
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1953-01-03,1955-01-03,REP,CA,18
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1955-01-05,1957-01-03,REP,CA,18
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1957-01-03,1959-01-03,REP,CA,18
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1959-01-07,1961-01-03,REP,CA,18
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1961-01-03,1963-01-03,REP,CA,18
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1963-01-09,1965-01-03,REP,CA,32
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1965-01-04,1967-01-03,REP,CA,32
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1967-01-10,1969-01-03,REP,CA,32
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1969-01-03,1971-01-03,REP,CA,32
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1971-01-21,1973-01-03,REP,CA,32
00561,4592,Craig,NA,Hosmer,NA,1915,M,hr,1973-01-03,1975-01-03,REP,CA,32
00568,14023,Robert,James,Huber,NA,1922,M,hr,1973-01-03,1975-01-03,REP,MI,18
00570,14024,William,Herbert,Hudnut,III,1932,M,hr,1973-01-03,1975-01-03,REP,IN,11
00574,11022,John,Edmund,Hunt,NA,1908,M,hr,1967-01-10,1969-01-03,REP,NJ,1
00574,11022,John,Edmund,Hunt,NA,1908,M,hr,1969-01-03,1971-01-03,REP,NJ,1
00574,11022,John,Edmund,Hunt,NA,1908,M,hr,1971-01-21,1973-01-03,REP,NJ,1
00574,11022,John,Edmund,Hunt,NA,1908,M,hr,1973-01-03,1975-01-03,REP,NJ,1
00622,13019,William,John,Keating,NA,1927,M,hr,1971-01-21,1973-01-03,REP,OH,1
00622,13019,William,John,Keating,NA,1927,M,hr,1973-01-03,1975-01-03,REP,OH,1
00634,10530,Carleton,James,King,NA,1904,M,hr,1961-01-03,1963-01-03,REP,NY,31
00634,10530,Carleton,James,King,NA,1904,M,hr,1963-01-09,1965-01-03,REP,NY,30
00634,10530,Carleton,James,King,NA,1904,M,hr,1965-01-04,1967-01-03,REP,NY,30
00634,10530,Carleton,James,King,NA,1904,M,hr,1967-01-10,1969-01-03,REP,NY,30
00634,10530,Carleton,James,King,NA,1904,M,hr,1969-01-03,1971-01-03,REP,NY,30
00634,10530,Carleton,James,King,NA,1904,M,hr,1971-01-21,1973-01-03,REP,NY,30
00634,10530,Carleton,James,King,NA,1904,M,hr,1973-01-03,1975-01-03,REP,NY,29
00654,11025,Dan,Heflin,Kuykendall,NA,1924,M,hr,1967-01-10,1969-01-03,REP,TN,9
00654,11025,Dan,Heflin,Kuykendall,NA,1924,M,hr,1969-01-03,1971-01-03,REP,TN,9
00654,11025,Dan,Heflin,Kuykendall,NA,1924,M,hr,1971-01-21,1973-01-03,REP,TN,9
00654,11025,Dan,Heflin,Kuykendall,NA,1924,M,hr,1973-01-03,1975-01-03,REP,TN,8
00656,11027,Peter,Nicholas,Kyros,NA,1925,M,hr,1967-01-10,1969-01-03,DEM,ME,1
00656,11027,Peter,Nicholas,Kyros,NA,1925,M,hr,1969-01-03,1971-01-03,DEM,ME,1
00656,11027,Peter,Nicholas,Kyros,NA,1925,M,hr,1971-01-21,1973-01-03,DEM,ME,1
00656,11027,Peter,Nicholas,Kyros,NA,1925,M,hr,1973-01-03,1975-01-03,DEM,ME,1
00661,12020,Earl,Fredrick,Landgrebe,NA,1916,M,hr,1969-01-03,1971-01-03,REP,IN,2
00661,12020,Earl,Fredrick,Landgrebe,NA,1916,M,hr,1971-01-21,1973-01-03,REP,IN,2
00661,12020,Earl,Fredrick,Landgrebe,NA,1916,M,hr,1973-01-03,1975-01-03,REP,IN,2
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1953-01-03,1955-01-03,REP,CA,4
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1955-01-05,1957-01-03,REP,CA,4
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1957-01-03,1959-01-03,REP,CA,4
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1959-01-07,1961-01-03,REP,CA,4
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1961-01-03,1963-01-03,REP,CA,4
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1963-01-09,1965-01-03,REP,CA,6
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1965-01-04,1967-01-03,REP,CA,6
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1967-01-10,1969-01-03,REP,CA,6
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1969-01-03,1971-01-03,REP,CA,6
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1971-01-21,1973-01-03,REP,CA,6
00727,5929,William,Somers,Mailliard,NA,1917,M,hr,1973-01-03,1975-01-03,REP,CA,6
00728,13052,Richard,Walker,Mallary,NA,1929,M,hr,1971-01-21,1973-01-03,REP,VT,0
00728,13052,Richard,Walker,Mallary,NA,1929,M,hr,1973-01-03,1975-01-03,REP,VT,0
00734,14034,Joseph,James,Maraziti,NA,1912,M,hr,1973-01-03,1975-01-03,REP,NJ,13
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1961-01-03,1963-01-03,REP,NE,4
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1963-01-09,1965-01-03,REP,NE,3
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1965-01-04,1967-01-03,REP,NE,3
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1967-01-10,1969-01-03,REP,NE,3
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1969-01-03,1971-01-03,REP,NE,3
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1971-01-21,1973-01-03,REP,NE,3
00740,10534,David,Thomas,Martin,NA,1907,M,hr,1973-01-03,1975-01-03,REP,NE,3
00746,11031,Robert,Bruce,Mathias,NA,1930,M,hr,1967-01-10,1969-01-03,REP,CA,18
00746,11031,Robert,Bruce,Mathias,NA,1930,M,hr,1969-01-03,1971-01-03,REP,CA,18
00746,11031,Robert,Bruce,Mathias,NA,1930,M,hr,1971-01-21,1973-01-03,REP,CA,18
00746,11031,Robert,Bruce,Mathias,NA,1930,M,hr,1973-01-03,1975-01-03,REP,CA,18
00752,11032,Wiley,NA,Mayne,NA,1917,M,hr,1967-01-10,1969-01-03,REP,IA,6
00752,11032,Wiley,NA,Mayne,NA,1917,M,hr,1969-01-03,1971-01-03,REP,IA,6
00752,11032,Wiley,NA,Mayne,NA,1917,M,hr,1971-01-21,1973-01-03,REP,IA,6
00752,11032,Wiley,NA,Mayne,NA,1917,M,hr,1973-01-03,1975-01-03,REP,IA,6
01393,6151,John,Little,McClellan,NA,1896,M,hr,1935-01-03,1937-01-03,DEM,AR,6
